21057006	6677293	3
21057006	41522043	54
21057006	17791429	110
21057006	16250137	151
21057006	14579493	204
21057006	7461171	253
21057006	14579476	465
21057006	16253106	479
21057006	15197179	529
21057006	19514897	535
21057006	7770986	548
21057006	18021634	580
21057006	16272469	636
21057006	49650310	644
21057006	13955186	844
21057006	35497190	979
21057006	16210652	1002
21057006	18754874	1088
21057006	9001623	1445
18021634	7459221	390
18021634	18464147	540
18021634	49650310	550
18021634	16253106	613
18021634	7770986	682
18021634	13955186	750
18021634	15197179	762
18021634	19514897	793
18021634	16210652	843
18021634	14579493	901
18021634	17791429	998
18021634	7461171	1014
18021634	6677293	1052
18021634	18754874	1063
18021634	14579476	1226
13955186	18464147	124
13955186	49650310	134
13955186	16253106	197
13955186	7770986	266
13955186	18021634	298
13955186	15197179	346
13955186	19514897	377
13955186	7459221	471
13955186	14579493	485
13955186	17791429	582
13955186	7461171	598
13955186	21057006	633
13955186	6677293	636
13955186	18754874	647
13955186	16210652	720
13955186	14579476	810
13955186	9001623	935
13955186	35497190	1324
16210652	7459221	305
16210652	18464147	455
16210652	49650310	465
16210652	16253106	528
16210652	7770986	597
16210652	13955186	665
16210652	15197179	677
16210652	19514897	708
16210652	14579493	816
16210652	17791429	913
16210652	7461171	929
16210652	6677293	967
16210652	18754874	978
16210652	14579476	1141
14579476	14579493	381
14579476	14579494	398
14579476	41522043	411
14579476	17791429	414
14579476	14579088	427
14579476	7461171	430
14579476	21057006	465
14579476	6677293	468
14579476	16250137	488
14579476	16253106	656
14579476	35497190	681
14579476	7770986	725
14579476	18021634	757
14579476	49650310	821
14579476	16210652	974
14579476	13955186	1021
14579476	15197179	1033
14579476	7459221	1147
14579476	18754874	1334
14579476	9001623	1622
7459221	18464147	467
7459221	49650310	477
7459221	16253106	540
7459221	7770986	609
7459221	13955186	677
7459221	15197179	689
7459221	19514897	720
7459221	16210652	798
7459221	14579493	828
7459221	17791429	925
7459221	7461171	941
7459221	6677293	979
7459221	18754874	990
7459221	14579476	1153
18754874	16272469	473
18754874	15197179	576
18754874	19514897	582
18754874	6677293	583
18754874	21057006	586
18754874	18464147	594
18754874	41522043	640
18754874	18021634	678
18754874	17791429	696
18754874	18130598	712
18754874	16250137	737
18754874	13955186	751
18754874	14579493	791
18754874	14579494	808
18754874	9001623	824
18754874	7459221	888
18754874	7461171	904
18754874	16210652	1100
18754874	14579476	1116
18754874	35497190	1630
35497190	14579476	987
35497190	14579493	1014
35497190	14579494	1031
35497190	41522043	1044
35497190	17791429	1047
35497190	7461171	1063
35497190	21057006	1098
35497190	6677293	1101
35497190	16250137	1121
35497190	16253106	1289
35497190	7770986	1358
35497190	18021634	1390
35497190	49650310	1454
35497190	13955186	1654
35497190	15197179	1666
35497190	16210652	1812
35497190	9001623	2255
35497190	18754874	2766
9001623	18754874	421
9001623	16272469	703
9001623	18464147	718
9001623	16253106	809
9001623	19514897	816
9001623	13955186	875
9001623	7770986	878
9001623	15197179	888
9001623	18021634	910
9001623	49650310	993
9001623	7459221	1012
9001623	14579494	1109
9001623	6677293	1156
9001623	21057006	1159
9001623	41522043	1186
9001623	16250137	1263
9001623	16210652	1332
9001623	14579476	1417
9001623	35497190	1931
15178444	14579088	464
15178444	14579476	486
15178444	14579493	868
15178444	14579494	885
15178444	41522043	898
15178444	17791429	901
15178444	7461171	917
15178444	21057006	952
15178444	6677293	955
15178444	16250137	975
15178444	18021634	1008
15178444	16210652	1011
15178444	18464147	1062
15178444	49650310	1072
15178444	35497190	1083
15178444	16253106	1135
15178444	7770986	1204
15178444	13955186	1272
15178444	15197179	1284
15178444	19514897	1315
15178444	7459221	1409
15178444	18754874	1585
